LISTINO METEL       BTI109918601552014  2014010120140616BTICINO LIST.2014RR Agg.Giu14                                        020                                                 
BTILNB4826AR       8005543428313LL - placca 3+3P antracite                 00010000100001099999910000000068400000000684000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4826AC       8005543428290LL - placca 3+3P acciaio                   00005000050000599999910000000259100000002591000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804TE       8005543425473LL - placca 4P tech                        00010000100001099999910000000081200000000812000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803SS       8005543421598LL - placca 3P sunset                      00010000100001099999910000000143900000001439000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803OC       8005543421536LL - placca 3P oro                         00010000100001099999910000000260600000002606000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803AR       8005543421291LL - placca 3P antracite                   00020000200002099999910000000040100000000401000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803CO       8005543421352LL - placca 3P cordoba                     00010000100001099999910000000161500000001615000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804AR       8005543425145LL - placca 4P antracite                   00010000100001099999910000000054100000000541000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803LCA      8005543421475LL - placca 3P ciliegio americano          00010000100001099999910000000553200000005532000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803CR       8005543421376LL - placca 3P cromo                       00010000100001099999910000000211100000002111000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804BI       8005543425183LL - placca 4P bianca                      00010000100001099999910000000054100000000541000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803LRW      8005543421499LL - placca 3P rovere scuro                00010000100001099999910000000487000000004870000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804GF       8005543425268LL - placca 4P grafite                     00005000050000599999910000000218100000002181000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802CR       8005543423141LL - placca 2P cromo                       00005000050000599999910000000211100000002111000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4826TB       8005543428573LL - placca 3+3P  bronze                   00005000050000599999910000000157900000001579000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803BI       8005543421314LL - placca 3P bianca                      00020000200002099999910000000040100000000401000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803AC       8005543421277LL - placca 3P acciaio                     00010000100001099999910000000152500000001525000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4826OC       8005543428504LL - placca 3+3P oro                       00005000050000599999910000000443000000004430000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803LAE      8005543421451LL - placca 3P acero                       00010000100001099999910000000487000000004870000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4807OC       8005543427422LL - placca 7P oro                         00001000010000199999910000000521000000005210000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4807MA       8005543427415LL - placca 7P marrakech                   00001000010000199999910000000323300000003233000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803GP       8005543421437LL - placca 3P grape                       00010000100001099999910000000143900000001439000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803SM       8005543421574LL - placca 3P smoking                     00020000200002099999910000000060300000000603000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803TC       8005543421635LL - placca 3P titanio                     00010000100001099999910000000211100000002111000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802CL       8005543423103LL - placca 2P colonial                    00010000100001099999910000000060300000000603000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802LAE      8005543423264LL - placca 2P acero                       00005000050000599999910000000487000000004870000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802CT       8005543423196LL - placca 2P citron                      00005000050000599999910000000143900000001439000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802TC       8005543423486LL - placca 2P titanio                     00005000050000599999910000000211100000002111000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802OC       8005543423387LL - placca 2P oro                         00005000050000599999910000000260600000002606000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802SI       8005543423400LL - placca 2P siena                       00005000050000599999910000000161500000001615000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803TE       8005543421659LL - placca 3P tech                        00020000200002099999910000000060300000000603000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802TG       8005543423523LL - placca 2P tight                       00010000100001099999910000000060300000000603000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804TG       8005543425497LL - placca 4P tight                       00010000100001099999910000000081200000000812000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802TE       8005543423509LL - placca 2P tech                        00010000100001099999910000000060300000000603000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804TB       8005543425435LL - placca 4P bronze                      00010000100001099999910000000125300000001253000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4802TS       8005543423547LL - placca 2P  sky                        00010000100001099999910000000092800000000928000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803TG       8005543421673LL - placca 3P tight                       00020000200002099999910000000060300000000603000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803TW       8005543421710LL - placca 3P  brown                      00020000200002099999910000000092800000000928000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804TS       8005543425510LL - placca 4P sky                         00010000100001099999910000000125300000001253000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803TS       8005543421697LL - placca 3P sky                         00020000200002099999910000000092800000000928000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4804TW       8005543425534LL - placca 4P  brown                      00010000100001099999910000000125300000001253000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTILNB4803TB       8005543421611LL - placca 3P  bronze                     00020000200002099999910000000092800000000928000001EURPCE0320140101CIV.              CIV.-109-43-123   
BTIL4180           8012199016061living int - presa 2P+T 10/16A bipasso     00240002400024099999910000000074900000000749000001EURPCE0320140101CIV5              CIV.-109-44-128   
BTIN4113           8012199016313light - presa 2P+T 10A 250Vac              00060000600006099999910000000053700000000537000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4115           8012199361529light - presa 2P+T 10A di sicurezza        00010000100001099999910000000124400000001244000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4119           8012199016351light - presa 2P+T 16A 250Vac              00010000100001099999910000000075400000000754000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4140           8012199000756light - presa std tedesco/italiano P30     00040000400004099999910000000151700000001517000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4140/16        8012199491714light - presa UNEL e bipasso 10/16A        00040000400004099999910000000152200000001522000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4373H          8012199725321Light - portalampada segnalazione hotel    00010000100001099999910000000142100000001421000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4150           8012199817293light - presa 2P+T 13A 250V BS             00001000010000199999910000000138200000001382000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4180/2         8012199494654light - presa duplex bipasso 10/16A        00010000100001099999910000000131600000001316000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4180/3         8012199494661light - presa triplex bipasso 10/16A       00005000050000599999910000000188000000001880000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4202D          8012199187914light - presa TV derivata maschio          00010000100001099999910000000187300000001873000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4202DC         8012199413938light - presa TV derivata condensat maschio00010000100001099999910000000187300000001873000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4202P          8012199187945light - presa TV passante maschio          00010000100001099999910000000257900000002579000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4202PT         8012199413969light - presa TV passante maschio + R      00010000100001099999910000000257900000002579000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4143           8012199242682light - presa 2P 10/16A 250Vac francia     00001000010000199999910000000115000000001150000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4148A          8012199305813light - presa std tedesco con supporto     00001000010000199999910000000124400000001244000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4301/10        8012199030906light - magnetotermico 1P+N 10A 3kA        00005000050000599999910000000514500000005145000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4210D          8012199498546light - presa TV/RD/SAT derivata           00001000010000199999910000000585700000005857000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4214D          8012199840963light - presta tv sat demiscelata diretta  00010000100001099999910000000262300000002623000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4231           8012199202648light - presa telefonica con interr linea  00010000100001099999910000000154300000001543000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4262/11        8012199106977light - connettore RJ11 AMP                00010000100001099999910000000189000000001890000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4292           8012199030883light - connettore HI-FI pentapolare Din   00010000100001099999910000000227700000002277000001EURPCE0320140101CIV.              CIV.-109-44-130   
BTIN4293           8012199106557light - connettore HI-FI punto-linea       00010000100001099999910000000200400000002004000001EURPCE0320140101CIV.              CIV.-109-44-130   
